POSCAR_PAc_bi_1,-.47548425E+03
POSCAR_PAc_bi_2,-.47548138E+03
POSCAR_PAc_bi_3,-.47548135E+03
POSCAR_PAc_bi_4,-.47548127E+03
POSCAR_PAc_bi_5,-.47548124E+03
POSCAR_PAc_bi_6,-.47548128E+03
POSCAR_PAc_bi_7,-.47548128E+03
POSCAR_PAc_bi_8,-.47548131E+03
POSCAR_PAc_bi_9,-.47548132E+03
POSCAR_PAc_bi_10,-.47548132E+03
POSCAR_PAc_bi_11,-.47548137E+03
POSCAR_PAc_bi_12,-.47548139E+03
POSCAR_PAc_bi_13,-.47548142E+03
POSCAR_PAc_bi_14,-.47548149E+03
POSCAR_PAc_bi_15,-.47548152E+03
POSCAR_PAc_bi_16,-.47548148E+03
POSCAR_PAc_bi_17,-.47548150E+03
POSCAR_PAc_bi_18,-.47548152E+03
POSCAR_PAc_bi_19,-.47548159E+03
POSCAR_PAc_bi_20,-.47548162E+03
POSCAR_PAc_bi_21,-.47548168E+03
POSCAR_PAc_bi_22,-.47548164E+03
POSCAR_PAc_bi_23,-.47548182E+03
POSCAR_PAc_bi_24,-.47548183E+03
POSCAR_PAc_bi_25,-.47548186E+03
POSCAR_PAc_bi_26,-.47548185E+03
POSCAR_PAc_bi_27,-.47548189E+03
POSCAR_PAc_bi_28,-.47548189E+03
POSCAR_PAc_bi_29,-.47548191E+03
POSCAR_PAc_bi_30,-.47548192E+03
POSCAR_PAc_bi_31,-.47548194E+03
POSCAR_PAc_bi_32,-.47548191E+03
POSCAR_PAc_bi_33,-.47548190E+03
POSCAR_PAc_bi_34,-.47548191E+03
POSCAR_PAc_bi_35,-.47548196E+03
POSCAR_PAc_bi_36,-.47548198E+03
POSCAR_PAc_bi_37,-.47548198E+03
POSCAR_PAc_bi_38,-.47548200E+03
POSCAR_PAc_bi_39,-.47548199E+03
